"","Suburb","Rooms","Type","Address","Method","SellerG","Date","Distance","Postcode","Landsize","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount","Price"
"10498","Canterbury","3","h","15 Compton St","PI","Noel",2017-06-03,8.4,"3126",779,"Boroondara City Council",-37.83271,145.08414,"Southern Metropolitan",3265,2050000
"10499","Canterbury","2","u","2/42 Faversham Rd","PI","Fletchers",2017-06-03,8.4,"3126",116,"Boroondara City Council",-37.82012,145.08526,"Southern Metropolitan",3265,850000
"10500","Carlton North","2","h","535 Station St","S","Nelson",2017-06-03,3.5,"3054",152,"Melbourne City Council",-37.78381,144.97608,"Northern Metropolitan",3106,1501000
"10501","Carnegie","3","h","135 Leila Rd","S","hockingstuart",2017-06-03,10.1,"3163",602,"Glen Eira City Council",-37.90248,145.05943,"Southern Metropolitan",7822,1570000
"10502","Carnegie","3","h","163 Oakleigh Rd","S","Gary",2017-06-03,10.1,"3163",430,"Glen Eira City Council",-37.90008,145.06187,"Southern Metropolitan",7822,1435000
"10503","Carnegie","4","h","10 Parton Ct","SP","Woodards",2017-06-03,10.1,"3163",608,"Glen Eira City Council",-37.89106,145.04675,"Southern Metropolitan",7822,1455000
"10504","Carnegie","2","u","1/91 Truganini Rd","PI","Ray",2017-06-03,10.1,"3163",158,"Glen Eira City Council",-37.89267,145.05474,"Southern Metropolitan",7822,620000
"10505","Carnegie","3","t","69A Woornack Rd","SP","Woodards",2017-06-03,10.1,"3163",293,"Glen Eira City Council",-37.89851,145.06232,"Southern Metropolitan",7822,767500
"10506","Caroline Springs","3","h","6 Alma La","S","Barry",2017-06-03,14.8,"3023",406,"Melton City Council",-37.72484,144.74296,"Western Metropolitan",7719,6e+05
"10507","Carrum","4","h","18 Church Rd","SP","Buxton",2017-06-03,31.2,"3197",1000,"Kingston City Council",-38.07921,145.12761,"South-Eastern Metropolitan",1989,965000
"10508","Carrum","2","u","14 Parkside Bvd","S","Buxton",2017-06-03,31.2,"3197",199,"Kingston City Council",-38.07938,145.13227,"South-Eastern Metropolitan",1989,529000
"10509","Carrum","3","h","5 Rigby St","S","Ray",2017-06-03,31.2,"3197",538,"Kingston City Council",-38.07405,145.13211,"South-Eastern Metropolitan",1989,881000
"10510","Carrum","4","h","3 Walkers Rd","PI","Buxton",2017-06-03,31.2,"3197",633,"Kingston City Council",-38.0781,145.12429,"South-Eastern Metropolitan",1989,845000
"10511","Caulfield","2","u","2/218 Kambrook Rd","VB","McGrath",2017-06-03,8.7,"3162",0,"Glen Eira City Council",-37.88776,145.03364,"Southern Metropolitan",2379,650000
"10512","Caulfield East","2","u","5/33 Grange Rd","SP","Gary",2017-06-03,8.4,"3145",0,"Glen Eira City Council",-37.88385,145.04785,"Southern Metropolitan",608,350000
"10513","Caulfield North","2","u","15/400 Dandenong Rd","SP","Biggin",2017-06-03,7.8,"3161",0,"Glen Eira City Council",-37.86099,145.01363,"Southern Metropolitan",6923,682250
"10514","Caulfield North","1","u","3/19 Hawthorn Rd","PI","hockingstuart",2017-06-03,7.8,"3161",0,"Glen Eira City Council",-37.8681,145.02576,"Southern Metropolitan",6923,350000
"10515","Caulfield North","2","u","13/8 Hudson St","PI","hockingstuart",2017-06-03,7.8,"3161",0,"Glen Eira City Council",-37.87944,145.03355,"Southern Metropolitan",6923,550000
"10516","Caulfield North","2","u","1/41 Narong Rd","S","Woodards",2017-06-03,7.8,"3161",0,"Glen Eira City Council",-37.86827,145.02113,"Southern Metropolitan",6923,665000
"10517","Chadstone","3","h","8 Bosco St","PI","McGrath",2017-06-03,11.7,"3148",588,"Monash City Council",-37.88246,145.10046,"Southern Metropolitan",3582,1080000
"10518","Chadstone","2","h","3/3 Inga Ct","S","Buxton",2017-06-03,11.7,"3148",218,"Monash City Council",-37.88093,145.10574,"Southern Metropolitan",3582,674000
"10519","Chadstone","4","h","116 Waverley Rd","SN","Biggin",2017-06-03,11.7,"3148",665,"Monash City Council",-37.8821,145.10395,"Southern Metropolitan",3582,1383500
"10520","Chelsea","3","h","30 Mulkarra Dr","S","Ray",2017-06-03,27,"3196",534,"Kingston City Council",-38.04683,145.1261,"South-Eastern Metropolitan",3906,840000
"10521","Cheltenham","2","t","1/31 Cavanagh St","S","Ray",2017-06-03,17.9,"3192",359,"Bayside City Council",-37.96342,145.06516,"Southern Metropolitan",9758,745000
"10522","Cheltenham","3","h","19 Shipston Rd","S","O'Brien",2017-06-03,17.9,"3192",605,"Bayside City Council",-37.97161,145.07036,"Southern Metropolitan",9758,1240000
"10523","Cheltenham","2","u","4/59 Wilson St","S","C21",2017-06-03,17.9,"3192",0,"Bayside City Council",-37.96021,145.05938,"Southern Metropolitan",9758,850000
"10524","Clayton","3","h","18 Renver Rd","SA","Buxton",2017-06-03,16.7,"3168",725,"Monash City Council",-37.91865,145.14341,"South-Eastern Metropolitan",5837,1300000
"10525","Clifton Hill","2","h","10 Kiewa St","SP","Nelson",2017-06-03,3.6,"3068",184,"Yarra City Council",-37.79246,145.00019,"Northern Metropolitan",2954,1270000
"10526","Clifton Hill","2","h","12 Stan St","PI","hockingstuart",2017-06-03,3.6,"3068",533,"Yarra City Council",-37.79443,144.9995,"Northern Metropolitan",2954,7e+05
"10527","Coburg","3","h","40A Gladstone St","S","Jellis",2017-06-03,6.7,"3058",229,"Darebin City Council",-37.74524,144.9754,"Northern Metropolitan",11204,880000
"10528","Coburg","4","h","17 Lobb St","S","Brad",2017-06-03,6.7,"3058",604,"Darebin City Council",-37.73975,144.9651,"Northern Metropolitan",11204,1525000
"10529","Coburg","3","h","105 Moreland Rd","PI","Purplebricks",2017-06-03,6.7,"3058",370,"Darebin City Council",-37.75613,144.97175,"Northern Metropolitan",11204,990000
"10530","Coburg","3","t","1/185 Moreland Rd","SP","Nelson",2017-06-03,6.7,"3058",64,"Darebin City Council",-37.75535,144.96481,"Northern Metropolitan",11204,690000
"10531","Coburg","2","h","11 Rolls St","S","Woodards",2017-06-03,6.7,"3058",398,"Darebin City Council",-37.74966,144.9682,"Northern Metropolitan",11204,960000
"10532","Coburg","3","h","44 Saunders St","S","Raine",2017-06-03,6.7,"3058",737,"Darebin City Council",-37.75107,144.95112,"Northern Metropolitan",11204,1600000
"10533","Coburg","3","h","61 Soudan St","SP","Nelson",2017-06-03,6.7,"3058",480,"Darebin City Council",-37.73894,144.95067,"Northern Metropolitan",11204,1157000
"10534","Coburg","2","h","7 Wellington St","S","Nelson",2017-06-03,6.7,"3058",208,"Darebin City Council",-37.74373,144.95783,"Northern Metropolitan",11204,867000
"10535","Coburg North","3","h","4 Blanche Ct","S","Brad",2017-06-03,6.7,"3058",479,"Darebin City Council",-37.73251,144.98178,"Northern Metropolitan",3445,690000
"10536","Coburg North","4","h","7 Danthonia St","PI","Nelson",2017-06-03,6.7,"3058",300,"Darebin City Council",-37.7296,144.97988,"Northern Metropolitan",3445,850000
"10537","Coburg North","2","h","19 Golf Rd","PI","Nelson",2017-06-03,6.7,"3058",303,"Darebin City Council",-37.73285,144.97274,"Northern Metropolitan",3445,7e+05
"10538","Collingwood","2","h","24 Mater St","SP","Jellis",2017-06-03,2,"3066",108,"Yarra City Council",-37.79531,144.9863,"Northern Metropolitan",4553,1025000
"10539","Craigieburn","4","h","2 Benston St","S","@Realty",2017-06-03,20.6,"3064",854,"Hume City Council",-37.59908,144.93954,"Northern Metropolitan",15510,725000
"10540","Craigieburn","4","h","76 Huntington Dr","SN","Barry",2017-06-03,20.6,"3064",350,"Hume City Council",-37.57048,144.91789,"Northern Metropolitan",15510,622500
"10541","Craigieburn","4","h","195 Newbury Bvd","S","Ray",2017-06-03,20.6,"3064",480,"Hume City Council",-37.57201,144.90897,"Northern Metropolitan",15510,667000
"10542","Craigieburn","3","h","39 Newlyn Dr","SN","Barry",2017-06-03,20.6,"3064",726,"Hume City Council",-37.60712,144.92444,"Northern Metropolitan",15510,555000
"10543","Croydon","3","h","32 Allendale Rd","S","Philip",2017-06-03,23,"3136",979,"Maroondah City Council",-37.7917,145.29665,"Eastern Metropolitan",11925,877500
"10544","Croydon","3","h","153 Maroondah Hwy","SN","Barry",2017-06-03,23,"3136",863,"Maroondah City Council",-37.78675,145.27405,"Eastern Metropolitan",11925,8e+05
"10545","Croydon North","3","h","9 Borola Ct","S","RT",2017-06-03,23,"3136",866,"Maroondah City Council",-37.77866,145.28192,"Eastern Metropolitan",2985,671250
"10546","Croydon North","3","h","46 Exeter Rd","SN","Barry",2017-06-03,23,"3136",836,"Maroondah City Council",-37.77048,145.29201,"Eastern Metropolitan",2985,671250
"10547","Dandenong","3","h","8 Trende St","S","Ray",2017-06-03,24.7,"3175",624,"Greater Dandenong City Council",-37.97806,145.20432,"South-Eastern Metropolitan",10894,678000
"10548","Dandenong North","3","h","7 Fletcher Rd","S","C21",2017-06-03,24.7,"3175",530,"Greater Dandenong City Council",-37.96006,145.22094,"South-Eastern Metropolitan",8322,595000
"10549","Dandenong North","2","u","1/4 Rhoden Ct","SP","Barry",2017-06-03,24.7,"3175",141,"Greater Dandenong City Council",-37.95431,145.20899,"South-Eastern Metropolitan",8322,305000
"10550","Dandenong North","3","h","227 Stud Rd","SN","Barry",2017-06-03,24.7,"3175",544,"Greater Dandenong City Council",-37.96652,145.22369,"South-Eastern Metropolitan",8322,618500
"10551","Dingley Village","3","h","138 Howard Rd","S","Buxton",2017-06-03,22.2,"3172",533,"Kingston City Council",-37.986,145.12035,"South-Eastern Metropolitan",3940,816000
"10552","Doncaster","4","h","33 Clay Dr","SP","Barry",2017-06-03,12.4,"3108",1072,"Manningham City Council",-37.79094,145.12733,"Eastern Metropolitan",9028,2600000
"10553","Doncaster","3","h","192 George St","SA","Ray",2017-06-03,12.4,"3108",645,"Manningham City Council",-37.77969,145.14033,"Eastern Metropolitan",9028,1285000
"10554","Doncaster","3","h","21 Hampshire Rd","SP","Woodards",2017-06-03,12.4,"3108",647,"Manningham City Council",-37.79436,145.13869,"Eastern Metropolitan",9028,1360000
"10555","Doncaster","5","h","34 Henry St","PI","Barry",2017-06-03,12.4,"3108",757,"Manningham City Council",-37.77536,145.13163,"Eastern Metropolitan",9028,1600000
"10556","Doncaster","5","h","128 High St","S","Jellis",2017-06-03,12.4,"3108",768,"Manningham City Council",-37.77934,145.11344,"Eastern Metropolitan",9028,1370000
"10557","Doncaster East","4","h","7 Daphne St","S","Jellis",2017-06-03,14.3,"3109",651,"Manningham City Council",-37.78535,145.14536,"Eastern Metropolitan",10999,1760000
"10558","Doncaster East","4","h","11 Huntingfield Dr","S","Jellis",2017-06-03,14.3,"3109",785,"Manningham City Council",-37.7738,145.16712,"Eastern Metropolitan",10999,1662000
"10559","Doreen","3","h","17 Midland Rd","PI","Harcourts",2017-06-03,25.9,"3754",554,"Nillumbik Shire Council",-37.59559,145.13049,"Northern Victoria",7254,558000
"10560","Doveton","3","h","24 Betula St","SP","O'Brien",2017-06-03,28.8,"3177",700,"Casey City Council",-37.99095,145.2316,"South-Eastern Metropolitan",3533,545000
"10561","Eaglemont","2","u","2/12 Ashby Gr","PI","Nelson",2017-06-03,8.9,"3084",112,"Banyule City Council",-37.76689,145.05206,"Eastern Metropolitan",1651,750000
"10562","East Melbourne","2","u","101/166 Wellington Pde","PI","Biggin",2017-06-03,1.3,"3002",0,"Melbourne City Council",-37.81607,144.9845,"Northern Metropolitan",3040,1300000
"10563","Elsternwick","2","h","5/30 College St","S","hockingstuart",2017-06-03,7.2,"3185",0,"Glen Eira City Council",-37.89438,145.00851,"Southern Metropolitan",4898,716000
"10564","Eltham","4","h","6 Grove St","S","Morrison",2017-06-03,18,"3095",1005,"Banyule City Council",-37.71119,145.15333,"Eastern Metropolitan",6990,975000
"10565","Eltham","3","h","87 Silver St","S","Morrison",2017-06-03,18,"3095",960,"Banyule City Council",-37.709,145.14131,"Eastern Metropolitan",6990,842000
"10566","Elwood","2","u","6/229 Brighton Rd","S","Chisholm",2017-06-03,7.2,"3184",0,"Port Phillip City Council",-37.88094,144.99471,"Southern Metropolitan",8989,696750
"10567","Epping","3","h","11 Grimwade Ct","S","R&H",2017-06-03,19.6,"3076",699,"Whittlesea City Council",-37.65105,145.04613,"Northern Metropolitan",10926,540000
"10568","Epping","3","h","6 Letchworth Pl","S","Harcourts",2017-06-03,19.6,"3076",606,"Whittlesea City Council",-37.64954,145.03648,"Northern Metropolitan",10926,620000
"10569","Epping","4","h","5 Miro Pl","PI","Harcourts",2017-06-03,19.6,"3076",350,"Whittlesea City Council",-37.63672,145.02271,"Northern Metropolitan",10926,654000
"10570","Epping","4","h","124 Northumberland Dr","S","Harcourts",2017-06-03,19.6,"3076",558,"Whittlesea City Council",-37.64262,145.0407,"Northern Metropolitan",10926,598000
"10571","Epping","4","h","52 Shields St","S","Harcourts",2017-06-03,19.6,"3076",469,"Whittlesea City Council",-37.6248,145.01032,"Northern Metropolitan",10926,650000
"10572","Essendon","2","u","1/143 Bradshaw St","S","Brad",2017-06-03,7.5,"3040",195,"Moonee Valley City Council",-37.74125,144.89502,"Western Metropolitan",9264,762000
"10573","Essendon","3","h","24 Butler St","S","Nelson",2017-06-03,7.5,"3040",203,"Moonee Valley City Council",-37.75582,144.91061,"Western Metropolitan",9264,1025000
"10574","Essendon","4","h","1 Daisy St","S","Jellis",2017-06-03,7.5,"3040",267,"Moonee Valley City Council",-37.75472,144.92723,"Western Metropolitan",9264,1360000
"10575","Essendon","3","h","48 Fitzgerald Rd","PI","Nelson",2017-06-03,7.5,"3040",324,"Moonee Valley City Council",-37.7525,144.90417,"Western Metropolitan",9264,9e+05
"10576","Essendon","2","h","21 Lyon St","SP","Nelson",2017-06-03,7.5,"3040",328,"Moonee Valley City Council",-37.75407,144.91049,"Western Metropolitan",9264,953000
"10577","Essendon","3","h","27 Miller St","S","Rendina",2017-06-03,7.5,"3040",276,"Moonee Valley City Council",-37.75126,144.89558,"Western Metropolitan",9264,1320000
"10578","Essendon","3","u","1/10 Schofield St","S","Nelson",2017-06-03,7.5,"3040",138,"Moonee Valley City Council",-37.75284,144.90975,"Western Metropolitan",9264,786000
"10579","Essendon","5","h","35 Washington St","S","Brad",2017-06-03,7.5,"3040",590,"Moonee Valley City Council",-37.75511,144.90935,"Western Metropolitan",9264,2210000
"10580","Fairfield","3","h","13 Darling St","S","Nelson",2017-06-03,5.7,"3078",440,"Darebin City Council",-37.77558,145.02451,"Northern Metropolitan",2970,1200000
"10581","Fawkner","3","h","108 Argyle St","S","Nelson",2017-06-03,13.1,"3060",400,"Hume City Council",-37.71693,144.96527,"Northern Metropolitan",5070,7e+05
"10582","Fawkner","3","h","42 Denys St","S","Ray",2017-06-03,13.1,"3060",603,"Hume City Council",-37.70037,144.97007,"Northern Metropolitan",5070,712000
"10583","Fawkner","3","h","16 Lynch Rd","S","hockingstuart",2017-06-03,13.1,"3060",621,"Hume City Council",-37.71193,144.974,"Northern Metropolitan",5070,775000
"10584","Fawkner","4","h","66 Queens Pde","S","Brad",2017-06-03,13.1,"3060",687,"Hume City Council",-37.71881,144.96527,"Northern Metropolitan",5070,821000
"10585","Ferntree Gully","3","h","32 Elton Rd","S","Harcourts",2017-06-03,24.8,"3156",736,"Knox City Council",-37.88909,145.26935,"Eastern Metropolitan",10788,663500
"10586","Ferntree Gully","3","h","41 Trafalgar St","S","Harcourts",2017-06-03,24.8,"3156",1008,"Knox City Council",-37.89879,145.28866,"Eastern Metropolitan",10788,805000
"10587","Fitzroy","3","h","259 Fitzroy St","PI","Nelson",2017-06-03,2.1,"3065",146,"Yarra City Council",-37.80168,144.9766,"Northern Metropolitan",5825,1900000
"10588","Fitzroy","3","h","43 Gore St","S","Kay",2017-06-03,2.1,"3065",349,"Yarra City Council",-37.8072,144.9814,"Northern Metropolitan",5825,1313000
"10589","Fitzroy","3","h","138 Napier St","S","Nelson",2017-06-03,2.1,"3065",156,"Yarra City Council",-37.80401,144.97998,"Northern Metropolitan",5825,1313000
"10590","Fitzroy North","3","h","42 Jamieson St","S","Collins",2017-06-03,3.6,"3068",126,"Moreland City Council",-37.79073,144.98269,"Northern Metropolitan",6244,1431250
"10591","Flemington","3","h","64 Princes St","SP","Nelson",2017-06-03,3.4,"3031",176,"Melbourne City Council",-37.78643,144.93382,"Northern Metropolitan",3593,1120000
"10592","Flemington","4","h","23 Waltham St","S","hockingstuart",2017-06-03,3.4,"3031",202,"Melbourne City Council",-37.78358,144.92927,"Northern Metropolitan",3593,1290000
"10593","Flemington","4","h","36 Wellington St","S","Nelson",2017-06-03,3.4,"3031",616,"Melbourne City Council",-37.78474,144.9322,"Northern Metropolitan",3593,2268000
"10594","Footscray","2","u","10/17 Gordon St","PI","Burnham",2017-06-03,5.1,"3011",0,"Maribyrnong City Council",-37.78895,144.89014,"Western Metropolitan",7570,270000
"10595","Frankston","3","h","24 Victoria Pde","S","O'Brien",2017-06-03,38,"3199",593,"Frankston City Council",-38.15517,145.12705,"South-Eastern Metropolitan",17055,7e+05
"10596","Frankston North","3","h","1 Monterey Bvd","SP","Ray",2017-06-03,36.9,"3200",624,"Frankston City Council",-38.1187,145.14973,"Eastern Victoria",2500,452000
"10597","Glen Iris","4","h","2 Hazeldine Rd","S","Marshall",2017-06-03,7.3,"3146",636,"Boroondara City Council",-37.85549,145.06917,"Southern Metropolitan",10412,2220000
"10598","Glen Iris","4","h","37 Hortense St","S","Kay",2017-06-03,7.3,"3146",650,"Boroondara City Council",-37.85686,145.08054,"Southern Metropolitan",10412,2220000
"10599","Glen Iris","3","h","9 Summerhill Rd","S","J",2017-06-03,7.3,"3146",554,"Boroondara City Council",-37.84949,145.07726,"Southern Metropolitan",10412,1890000
"10600","Glen Waverley","5","h","28 Brentwood Dr","PI","Ray",2017-06-03,16.7,"3150",652,"Monash City Council",-37.90118,145.16986,"Eastern Metropolitan",15321,2500000
"10601","Glen Waverley","4","h","91 Orchard St","S","Harcourts",2017-06-03,16.7,"3150",655,"Monash City Council",-37.87173,145.15267,"Eastern Metropolitan",15321,1750000
"10602","Glen Waverley","4","h","20 The Rise","S","Jellis",2017-06-03,16.7,"3150",280,"Monash City Council",-37.8792,145.15437,"Eastern Metropolitan",15321,1267500
"10603","Glen Waverley","3","t","6/22 Tulloch Gr","PN","Harcourts",2017-06-03,16.7,"3150",0,"Monash City Council",-37.8993,145.15135,"Eastern Metropolitan",15321,927500
"10604","Glenroy","4","h","92 Glenroy Rd","PI","Barry",2017-06-03,11.2,"3046",659,"Moreland City Council",-37.70619,144.92916,"Northern Metropolitan",8870,750000
"10605","Glenroy","3","h","16 Heather Ct","S","Purplebricks",2017-06-03,11.2,"3046",649,"Moreland City Council",-37.69777,144.91952,"Northern Metropolitan",8870,695000
"10606","Greensborough","3","h","5 Cam St","S","Ray",2017-06-03,16.1,"3088",610,"Banyule City Council",-37.71437,145.10112,"Northern Metropolitan",8524,817000
"10607","Greensborough","3","h","178 Henry St","S","Barry",2017-06-03,16.1,"3088",570,"Banyule City Council",-37.70817,145.10028,"Northern Metropolitan",8524,760000
"10608","Greenvale","3","h","1 Chester Cl","S","Barry",2017-06-03,20.4,"3059",650,"Hume City Council",-37.64049,144.8846,"Northern Metropolitan",4864,680000
"10609","Greenvale","5","h","7 Murray Ct","S","Barry",2017-06-03,20.4,"3059",1750,"Hume City Council",-37.65439,144.89113,"Northern Metropolitan",4864,1170000
"10610","Greenvale","5","h","23 Wallace Dr","SP","RW",2017-06-03,20.4,"3059",602,"Hume City Council",-37.65039,144.89948,"Northern Metropolitan",4864,830000
"10611","Hadfield","3","h","117 East St","S","Nelson",2017-06-03,11.2,"3046",608,"Moreland City Council",-37.70527,144.95084,"Northern Metropolitan",2606,731000
"10612","Hadfield","3","h","20 Lockley St","S","Brad",2017-06-03,11.2,"3046",676,"Moreland City Council",-37.70328,144.94161,"Northern Metropolitan",2606,827000
"10613","Hadfield","3","t","2/126 Middle St","S","Stockdale",2017-06-03,11.2,"3046",0,"Moreland City Council",-37.70903,144.93995,"Northern Metropolitan",2606,627000
"10614","Hadfield","3","h","19 Tassell St","PI","Barry",2017-06-03,11.2,"3046",607,"Moreland City Council",-37.71221,144.9383,"Northern Metropolitan",2606,805000
"10615","Hallam","3","h","196 Princes Hwy","S","Jim",2017-06-03,32.3,"3803",795,"Casey City Council",-38.00533,145.26907,"South-Eastern Metropolitan",3728,680000
"10616","Hampton","3","u","68/15 Beach Rd","SP","Buxton",2017-06-03,13.8,"3188",0,"Bayside City Council",-37.93464,144.99601,"Southern Metropolitan",5454,1210000
"10617","Hampton","3","h","33 Grout St","PI","Marshall",2017-06-03,13.8,"3188",622,"Bayside City Council",-37.93469,145.01087,"Southern Metropolitan",5454,1557500
"10618","Hawthorn","5","h","17 Fairview St","S","RT",2017-06-03,5.3,"3122",820,"Boroondara City Council",-37.83031,145.02973,"Southern Metropolitan",11308,5510000
"10619","Hawthorn","4","h","49 Grove Rd","S","Kay",2017-06-03,5.3,"3122",371,"Boroondara City Council",-37.81474,145.02609,"Southern Metropolitan",11308,3335000
"10620","Hawthorn","1","u","14/36 Lisson Gr","S","Kay",2017-06-03,5.3,"3122",0,"Boroondara City Council",-37.82694,145.03094,"Southern Metropolitan",11308,560000
"10621","Hawthorn","3","u","1g Robinson Rd","S","Marshall",2017-06-03,5.3,"3122",0,"Boroondara City Council",-37.83,145.04186,"Southern Metropolitan",11308,970000
"10622","Hawthorn","2","h","2 Scott St","S","Marshall",2017-06-03,5.3,"3122",460,"Boroondara City Council",-37.83432,145.04152,"Southern Metropolitan",11308,1790000
"10623","Hawthorn","2","u","6/15 Shakespeare Gr","S","Jellis",2017-06-03,5.3,"3122",0,"Boroondara City Council",-37.82258,145.0193,"Southern Metropolitan",11308,805000
"10624","Hawthorn East","3","h","22 Caroline St","S","Jellis",2017-06-03,6.2,"3123",282,"Boroondara City Council",-37.82911,145.04531,"Southern Metropolitan",6482,1875000
"10625","Hawthorn East","4","h","2 Fairmount Rd","S","RT",2017-06-03,6.2,"3123",528,"Boroondara City Council",-37.83539,145.0431,"Southern Metropolitan",6482,2320000
"10626","Hawthorn East","3","t","2/859 Toorak Rd","S","Jellis",2017-06-03,6.2,"3123",265,"Boroondara City Council",-37.84506,145.05246,"Southern Metropolitan",6482,1465000
"10627","Heathmont","3","t","14/270 Canterbury Rd","SP","Philip",2017-06-03,21.3,"3135",173,"Maroondah City Council",-37.8327,145.2348,"Eastern Metropolitan",3794,701000
"10628","Heathmont","3","h","7 Christine Ct","S","Fletchers",2017-06-03,21.3,"3135",797,"Maroondah City Council",-37.83058,145.23071,"Eastern Metropolitan",3794,850000
"10629","Heidelberg Heights","3","h","79 Bamfield Rd","VB","Miles",2017-06-03,8.8,"3081",592,"Banyule City Council",-37.73736,145.05603,"Eastern Metropolitan",2947,885000
"10630","Highett","3","h","3 The Crescent","SA","Buxton",2017-06-03,16,"3190",635,"Bayside City Council",-37.94654,145.04863,"Southern Metropolitan",4794,1190000
"10631","Hillside","3","h","4 Whitmore Pl","SP","Brad",2017-06-03,18,"3037",453,"Brimbank City Council",-37.68811,144.74999,"Western Metropolitan",5556,485000
"10632","Hoppers Crossing","3","h","151 Bellbridge Dr","SN","Barry",2017-06-03,18.4,"3029",578,"Wyndham City Council",-37.86587,144.71039,"Western Metropolitan",13830,531000
"10633","Hoppers Crossing","3","h","23 Cleveland Dr","S","hockingstuart",2017-06-03,18.4,"3029",530,"Wyndham City Council",-37.86515,144.66671,"Western Metropolitan",13830,530000
"10634","Hoppers Crossing","3","h","10 Dawe Ct","S","hockingstuart",2017-06-03,18.4,"3029",565,"Wyndham City Council",-37.86852,144.68039,"Western Metropolitan",13830,515000
"10635","Hoppers Crossing","3","h","22 Strang St","S","hockingstuart",2017-06-03,18.4,"3029",557,"Wyndham City Council",-37.87498,144.69617,"Western Metropolitan",13830,555500
"10636","Hoppers Crossing","3","h","8 Tallong Ct","SN","Barry",2017-06-03,18.4,"3029",661,"Wyndham City Council",-37.85686,144.68311,"Western Metropolitan",13830,555500
"10637","Hughesdale","2","u","1/3 Canterbury St","S","Woodards",2017-06-03,12.3,"3166",143,"Monash City Council",-37.90116,145.08124,"Southern Metropolitan",3145,472000
"10638","Ivanhoe","2","h","8 Kingsley St","SP","Miles",2017-06-03,7.8,"3079",576,"Banyule City Council",-37.77693,145.03671,"Eastern Metropolitan",5549,1910000
"10639","Ivanhoe","4","h","29 Livingstone St","PI","Nelson",2017-06-03,7.8,"3079",587,"Banyule City Council",-37.76737,145.03944,"Eastern Metropolitan",5549,1350000
"10640","Ivanhoe","3","u","6/40 Magnolia Rd","S","Miles",2017-06-03,7.8,"3079",0,"Banyule City Council",-37.75822,145.05056,"Eastern Metropolitan",5549,910000
"10641","Ivanhoe","3","h","1/12 Thoresby Gr","PI","Nelson",2017-06-03,7.8,"3079",334,"Banyule City Council",-37.76538,145.04964,"Eastern Metropolitan",5549,1300000
"10642","Ivanhoe East","3","h","6 Oakdene Pl","VB","Miles",2017-06-03,7.8,"3079",805,"Banyule City Council",-37.7714,145.05963,"Eastern Metropolitan",1554,2525000
"10643","Ivanhoe East","2","u","2/3 Rotherwood Rd","S","Nelson",2017-06-03,7.8,"3079",0,"Banyule City Council",-37.77127,145.0499,"Eastern Metropolitan",1554,535000
"10644","Keilor Downs","3","h","58 Tarella Dr","SP","Ace",2017-06-03,15.5,"3038",677,"Brimbank City Council",-37.72188,144.81489,"Western Metropolitan",3656,580000
"10645","Keilor Park","3","h","610 Fullarton Rd","SA","Nelson",2017-06-03,10.4,"3042",647,"Brimbank City Council",-37.72544,144.85259,"Western Metropolitan",1119,670000
"10646","Kensington","3","t","9/80 Hobsons Rd","S","Nelson",2017-06-03,3.4,"3031",68,"Melbourne City Council",-37.79554,144.91679,"Northern Metropolitan",5263,855000
"10647","Kensington","2","h","53 Rankins Rd","SP","Nelson",2017-06-03,3.4,"3031",165,"Melbourne City Council",-37.7902,144.93192,"Northern Metropolitan",5263,990000
"10648","Kew","4","h","5 Annadale St","S","Marshall",2017-06-03,5.4,"3101",451,"Boroondara City Council",-37.80972,145.04537,"Southern Metropolitan",10331,2150000
"10649","Kew","2","t","3/26 Edgevale Rd","S","hockingstuart",2017-06-03,5.4,"3101",0,"Boroondara City Council",-37.81439,145.04237,"Southern Metropolitan",10331,942000
"10650","Kew","2","h","139 Eglinton St","S","Domain",2017-06-03,5.4,"3101",239,"Boroondara City Council",-37.8008,145.04336,"Southern Metropolitan",10331,912500
"10651","Kew","1","u","1/321 High St","S","Marshall",2017-06-03,5.4,"3101",0,"Boroondara City Council",-37.80468,145.03614,"Southern Metropolitan",10331,515000
"10652","Kew","4","h","2 Linnaker Pl","PI","Fletchers",2017-06-03,5.4,"3101",446,"Boroondara City Council",-37.79734,145.02714,"Southern Metropolitan",10331,2286000
"10653","Kew East","4","h","11 Arden Ct","S","Jellis",2017-06-03,7.3,"3102",794,"Boroondara City Council",-37.79172,145.05863,"Southern Metropolitan",2671,2162000
"10654","Kew East","3","t","1/196 Kilby Rd","S","Noel",2017-06-03,7.3,"3102",0,"Boroondara City Council",-37.79331,145.0616,"Southern Metropolitan",2671,1380000
"10655","Kew East","3","h","7 Riverside Dr","S","Jellis",2017-06-03,7.3,"3102",753,"Boroondara City Council",-37.79017,145.06381,"Southern Metropolitan",2671,2260000
"10656","Keysborough","4","h","2 Eildon Dr","S","C21",2017-06-03,25.2,"3173",624,"Greater Dandenong City Council",-37.9887,145.16158,"South-Eastern Metropolitan",8459,745000
"10657","Kings Park","3","h","9 Sandra St","SN","Barry",2017-06-03,14,"3021",546,"Brimbank City Council",-37.73295,144.77795,"Western Metropolitan",2878,565000
"10658","Kingsbury","4","h","101 The Fairway","SP","Purplebricks",2017-06-03,12.1,"3083",467,"Darebin City Council",-37.7126,145.02996,"Northern Metropolitan",1414,800001
